City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
443,Batagay-Alyta,RU,67.8006,130.4114,-25.51,98,100,3.24,overcast clouds
444,Tamandare,BR,-8.7597,-35.1047,79.45,74,25,10.83,scattered clouds
445,Vardo,NO,70.3705,31.1107,23.25,81,78,19.48,broken clouds
446,Davila,PH,18.4726,120.5763,76.98,74,90,9.24,overcast clouds
447,Ixtapa,MX,20.7,-105.2,74.43,78,75,12.66,broken clouds
448,Bayangol,RU,50.6977,103.4656,-10.3,97,38,3.38,scattered clouds
449,Sakakah,SA,29.9697,40.2064,44.17,56,0,4.45,clear sky
450,Chicama,PE,-7.8447,-79.1469,68.54,70,96,7.7,overcast clouds
451,Sola,VU,-13.8833,167.55,82.94,80,100,19.8,heavy intensity rain
452,Hualmay,PE,-11.0964,-77.6139,71.04,78,88,7.16,overcast clouds
453,Serenje,ZM,-13.2325,30.2352,59.04,97,98,1.99,light rain
454,Lata,PT,40.1629,-8.3327,47.05,65,34,4.03,scattered clouds
455,Khorramshahr,IR,30.4397,48.1664,51.76,54,0,4.61,clear sky
456,Sampit,ID,-2.5333,112.95,75.24,96,99,1.97,overcast clouds
457,Gouyave,GD,12.1646,-61.7296,77.77,83,20,17.27,few clouds
458,Lasa,IT,46.6166,10.7002,40.08,85,100,4.7,snow
459,Avera,US,33.194,-82.5271,46.71,53,100,6.15,overcast clouds
460,Okakarara,NA,-20.5833,17.4333,66.87,76,96,4.25,overcast clouds
461,Tautira,PF,-17.7333,-149.15,86.02,75,72,19.98,light rain
462,Riverton,US,40.5219,-111.9391,42.58,54,0,5.99,clear sky
463,Damaturu,NG,11.747,11.9608,62.85,22,1,8.43,clear sky
464,Chino Valley,US,34.7575,-112.4538,54.61,16,0,10.0,clear sky
465,Noumea,NC,-22.2763,166.4572,84.18,81,56,9.71,broken clouds
466,Muros,ES,42.7762,-9.0603,51.24,89,36,8.52,scattered clouds
467,Moose Factory,CA,51.2585,-80.6094,-2.2,78,0,5.75,clear sky
468,Tiverton,GB,50.9,-3.4833,45.66,84,15,12.39,few clouds
469,Anchorage,US,61.2181,-149.9003,30.67,87,100,1.01,overcast clouds
470,Pechenga,RU,69.5259,31.1703,20.26,98,68,7.72,broken clouds
471,Cacoal,BR,-11.4386,-61.4472,73.92,96,77,4.27,broken clouds
472,Brae,GB,60.3964,-1.353,39.11,52,73,35.23,broken clouds
473,Grosbous,LU,49.8278,5.9672,39.92,84,100,21.25,overcast clouds
474,Thinadhoo,MV,0.5333,72.9333,82.26,65,81,10.92,broken clouds
475,General Roca,AR,-39.0333,-67.5833,79.2,16,0,12.35,clear sky
476,San Quintin,MX,30.4833,-115.95,63.95,34,0,7.0,clear sky
477,Shingu,JP,33.7333,135.9833,40.19,51,18,7.4,few clouds
478,Victoria,HK,22.2855,114.1577,62.96,90,100,1.01,overcast clouds
479,Pontes E Lacerda,BR,-15.2261,-59.3353,70.88,97,78,2.57,broken clouds
480,Nakonde,ZM,-9.3421,32.745,57.97,94,100,2.33,overcast clouds
481,Banjar,ID,-8.19,114.9675,82.26,83,94,3.11,overcast clouds
482,Minot,US,48.2325,-101.2963,20.39,73,75,6.91,broken clouds
483,Touros,BR,-5.1989,-35.4608,81.5,73,2,11.41,clear sky
484,El Alto,PE,-4.2714,-81.2147,70.66,77,34,13.04,scattered clouds
485,Altay,CN,47.8667,88.1167,6.96,46,13,9.24,few clouds
486,Bamnet Narong,TH,15.4992,101.6897,73.71,64,88,3.65,overcast clouds
487,Ararangua,BR,-28.9347,-49.4858,69.85,87,28,1.34,scattered clouds
488,Terme,TR,41.2092,36.9739,33.73,75,62,5.41,broken clouds
489,Vrangel,RU,42.7297,133.0839,14.68,63,3,12.17,clear sky
490,Dao,PH,11.3937,122.6856,77.95,85,86,6.51,overcast clouds
491,Nouadhibou,MR,20.931,-17.0347,64.38,94,30,11.5,scattered clouds
492,Aqtobe,KZ,50.2797,57.2072,19.49,86,100,11.18,overcast clouds
493,Conselheiro Pena,BR,-19.1722,-41.4722,73.38,91,75,2.62,broken clouds
494,Kjollefjord,NO,70.9457,27.3465,19.56,82,20,18.01,few clouds
495,Quesnel,CA,52.9999,-122.5029,45.1,57,0,3.44,clear sky
496,Aswan,EG,24.0934,32.907,54.91,38,0,9.48,clear sky
497,Omaha,US,41.2586,-95.9378,38.05,45,0,5.01,clear sky
498,Vilhena,BR,-12.7406,-60.1458,70.68,97,55,4.72,broken clouds
499,Nogales,MX,31.3086,-110.9422,62.44,9,0,6.91,clear sky
500,Maceio,BR,-9.6658,-35.7353,76.44,83,0,3.44,clear sky
501,Ballina,AU,-28.8667,153.5667,73.58,71,75,12.66,broken clouds
502,Wellington,NZ,-41.2866,174.7756,63.55,75,100,3.0,overcast clouds
503,Tera,NE,14.0078,0.7531,69.85,12,0,10.11,clear sky
504,Bandarbeyla,SO,9.4942,50.8122,74.7,74,76,13.4,broken clouds
505,Lyaskelya,RU,61.7667,31.0167,30.24,97,100,13.13,snow
506,Victor Harbor,AU,-35.5667,138.6167,87.46,37,0,14.14,clear sky
507,Ankang,CN,32.68,109.0172,28.94,91,100,2.64,overcast clouds
508,Porto Belo,BR,-27.1578,-48.5531,78.75,83,26,10.87,scattered clouds
509,Orange Cove,US,36.6244,-119.3137,71.85,36,0,2.46,clear sky
510,Awbari,LY,26.5921,12.7805,55.06,23,66,7.63,broken clouds
511,Kismayo,SO,-0.3582,42.5454,77.58,83,96,15.61,overcast clouds
512,Olga,RU,43.7444,135.2892,11.17,57,3,7.85,clear sky
513,Frolovo,RU,49.7713,43.6622,28.49,93,100,9.82,overcast clouds
514,Bintulu,MY,3.1667,113.0333,77.41,94,20,4.61,few clouds
515,Komsomolskiy,UZ,40.4272,71.7189,36.82,94,100,3.78,overcast clouds
516,Caravelas,BR,-17.7125,-39.2481,77.52,83,8,6.53,clear sky
517,Hobyo,SO,5.3505,48.5268,76.1,70,78,18.21,broken clouds
518,Abha,SA,18.2164,42.5053,48.45,50,4,0.0,clear sky
519,Mount Gambier,AU,-37.8333,140.7667,82.31,28,0,14.97,clear sky
520,Sept-Iles,CA,50.2001,-66.3821,3.06,70,100,1.99,overcast clouds
521,Nelson Bay,AU,-32.7167,152.15,75.96,64,81,4.0,broken clouds
522,Soyo,AO,-6.1349,12.3689,76.82,86,61,6.89,broken clouds
523,Tres Lagoas,BR,-20.7511,-51.6783,74.41,94,99,4.03,overcast clouds
524,Kungurtug,RU,50.5994,97.5228,-13.27,94,34,1.7,scattered clouds
525,Yerbogachen,RU,61.2767,108.0108,-14.44,100,95,1.79,overcast clouds
526,Faya,SA,18.3851,42.4509,48.72,73,4,1.79,clear sky
527,Galle,LK,6.0367,80.217,77.31,78,82,2.62,broken clouds
528,Kaka,TM,37.3482,59.6143,36.99,88,100,9.89,overcast clouds
529,Iisalmi,FI,63.5592,27.1907,32.02,95,100,6.44,light snow
530,Giyani,ZA,-23.3025,30.7187,67.23,89,27,7.52,scattered clouds
531,Bilma,NE,18.6853,12.9164,60.22,17,0,8.1,clear sky
532,Dodge City,US,37.7528,-100.0171,40.64,54,0,8.01,clear sky
533,Kahului,US,20.8947,-156.47,82.42,59,20,26.46,few clouds
534,La Palma,US,33.8464,-118.0467,81.57,36,0,1.01,clear sky
535,Singaraja,ID,-8.112,115.0882,81.97,80,97,4.23,overcast clouds
536,Mildura,AU,-34.2,142.15,82.08,36,27,11.5,scattered clouds
537,Concepcion Del Oro,MX,24.6333,-101.4167,56.66,52,99,7.27,overcast clouds
538,Vanderhoof,CA,54.0166,-124.0198,34.47,98,99,1.3,overcast clouds
539,Talaya,RU,61.3833,152.75,-26.79,82,11,1.03,few clouds
540,Guanare,VE,9.0418,-69.7421,84.22,51,77,5.75,broken clouds
541,Dumai,ID,1.6833,101.45,73.02,94,100,1.97,overcast clouds
542,Kovacica,RS,45.1117,20.6214,46.44,86,71,8.03,broken clouds
543,Naryan-Mar,RU,67.6713,53.087,15.44,88,100,16.4,overcast clouds
544,Paidha,UG,2.4167,30.9855,63.54,35,69,5.7,broken clouds
545,Tukan,RU,53.8409,57.4552,13.57,97,100,1.52,light snow
546,Antofagasta,CL,-23.65,-70.4,66.61,79,5,3.09,clear sky
547,Ganzhou,CN,28.8184,115.4327,34.16,100,100,1.81,snow
548,Kudahuvadhoo,MV,2.6708,72.8944,81.12,65,73,10.94,broken clouds
549,Ewa Beach,US,21.3156,-158.0072,84.15,52,20,15.01,few clouds
550,Vilyuysk,RU,63.7553,121.6247,-17.37,97,100,7.29,overcast clouds
551,Vila Velha,BR,-20.3297,-40.2925,80.55,87,75,5.99,broken clouds
552,Octeville,FR,49.6261,-1.6435,48.92,71,75,16.11,broken clouds
553,Camacha,PT,33.0833,-16.3333,59.76,63,40,12.66,scattered clouds
554,New Albany,US,38.2856,-85.8241,36.72,77,0,0.0,clear sky
555,Portland,US,45.5234,-122.6762,61.77,66,20,1.99,few clouds
556,Najran,SA,17.4924,44.1277,52.45,53,61,4.18,broken clouds
557,Lahad Datu,MY,5.0268,118.327,75.6,93,100,3.91,overcast clouds
558,Gikongoro,RW,-2.464,29.5739,56.5,90,95,4.59,light rain
559,Dordrecht,NL,51.81,4.6736,43.05,76,85,8.99,overcast clouds
560,Luwuk,ID,-0.9516,122.7875,81.37,74,100,1.25,overcast clouds
561,Lenger,KZ,42.183,69.8839,27.84,97,100,5.93,light snow
562,Mehamn,NO,71.0357,27.8492,16.5,86,32,13.67,scattered clouds
563,Arlit,NE,18.7369,7.3853,63.73,10,0,8.99,clear sky
564,Barao De Melgaco,BR,-16.1944,-55.9675,79.32,93,100,2.86,overcast clouds
565,Kiruna,SE,67.8557,20.2251,16.72,93,100,8.05,mist
566,Colares,PT,38.7992,-9.4469,55.89,47,7,5.01,clear sky
567,Bien Unido,PH,10.1373,124.3776,82.42,78,88,12.84,overcast clouds
568,Sivaki,RU,52.6333,126.75,-12.03,97,68,0.76,broken clouds
569,Lubartow,PL,51.4603,22.6095,40.66,96,100,23.49,overcast clouds
570,Keokuk,US,40.3973,-91.3849,36.28,86,20,12.66,few clouds
571,Cloquet,US,46.7216,-92.4594,12.61,80,100,3.44,overcast clouds
572,Yenagoa,NG,4.9247,6.2642,76.95,82,0,3.85,clear sky
573,Tocopilla,CL,-22.092,-70.1979,70.02,65,10,5.06,clear sky
574,Canico,PT,32.6333,-16.85,63.23,78,40,4.0,scattered clouds
575,Swan Hill,AU,-35.3378,143.5544,77.56,35,5,11.9,clear sky
576,Tiarei,PF,-17.5333,-149.3333,86.02,75,37,21.27,scattered clouds
577,San Ignacio,BZ,17.1561,-89.0714,73.54,83,40,4.61,scattered clouds
578,Arcata,US,40.8665,-124.0828,53.13,83,40,0.0,scattered clouds
579,Alabaster,US,33.2443,-86.8164,48.13,68,1,0.0,clear sky
580,Asau,RO,46.4333,26.4,34.72,65,100,6.13,overcast clouds
581,Mkushi,ZM,-13.6202,29.3939,62.24,98,99,3.87,light rain
582,Ternate,ID,0.8,127.4,80.87,78,100,7.54,overcast clouds
583,Russell,US,32.3502,-85.1999,52.83,71,86,5.93,overcast clouds
584,Agadez,NE,19.75,10.25,57.58,16,0,4.94,clear sky
585,Havre-Saint-Pierre,CA,50.2334,-63.5986,6.8,60,75,12.66,broken clouds
586,Mainit,PH,9.535,125.5231,77.94,83,91,5.7,overcast clouds
587,Crixas,BR,-14.5489,-49.9692,73.96,89,93,3.04,overcast clouds
588,Gambissara,SN,13.2382,-14.3108,79.21,12,0,4.47,clear sky
589,Udachnyy,RU,66.4167,112.4,-15.27,99,99,3.56,overcast clouds
590,Minna,NG,9.6139,6.5569,78.75,17,1,8.95,clear sky
591,Tual,ID,-5.6667,132.75,82.78,75,98,4.0,overcast clouds
592,Lundazi,ZM,-12.2929,33.1782,62.67,97,97,2.71,light rain
593,Ordzhonikidze,KZ,52.4411,61.7408,13.71,97,100,2.35,overcast clouds
594,Bambanglipuro,ID,-7.95,110.2833,77.4,87,100,4.41,overcast clouds
595,Holme,DK,56.1138,10.1725,33.66,92,83,15.86,broken clouds
596,Puerto Escondido,MX,15.85,-97.0667,81.43,69,0,4.61,clear sky
597,Rio Branco,BR,-9.9747,-67.81,79.41,89,40,5.75,scattered clouds
598,Vagur,FO,61.4732,-6.8119,37.49,48,96,24.25,overcast clouds
599,Diego De Almagro,CL,-26.3667,-70.05,68.14,32,0,2.62,clear sky
600,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,84.51,29,84,8.37,broken clouds
601,Roald,NO,62.5833,6.1333,40.33,81,75,14.97,broken clouds
602,Teguldet,RU,57.3064,88.1667,3.85,96,9,4.59,clear sky
603,Havelock,US,34.8791,-76.9013,45.93,81,65,7.0,broken clouds
604,San Vicente,AR,-26.6167,-54.1333,63.46,53,0,2.77,clear sky
605,Belmonte,BR,-15.8631,-38.8828,79.3,85,86,6.71,overcast clouds
606,Zyryanka,RU,65.75,150.85,-30.46,97,30,4.59,scattered clouds
607,Ayan,RU,56.45,138.1667,2.37,65,95,7.7,overcast clouds
608,Campina Verde,BR,-19.5356,-49.4864,71.22,94,100,3.53,overcast clouds
609,Manokwari,ID,-0.8667,134.0833,82.36,67,100,4.0,overcast clouds
610,Bull Savanna,JM,17.8868,-77.5902,71.53,72,1,4.79,clear sky
611,Suriapet,IN,17.15,79.6167,63.99,94,100,4.29,overcast clouds
612,Rudbar,AF,30.15,62.6,51.28,32,0,8.43,clear sky
613,Leningradskiy,RU,69.3833,178.4167,-24.93,99,54,1.92,broken clouds
614,Anniston,US,33.6598,-85.8316,44.42,81,0,3.94,clear sky
615,Naze,JP,28.3667,129.4833,52.72,60,100,4.81,overcast clouds
616,Inuvik,CA,68.3499,-133.7218,-22.94,76,100,9.22,light snow
617,Sohag,EG,26.557,31.6948,50.29,57,0,7.02,clear sky
618,Deloraine,AU,-41.5333,146.6667,69.71,33,0,4.0,clear sky
619,Wuda,CN,39.4994,106.7117,20.84,89,100,3.44,overcast clouds
620,Trois-Rivieres,CA,46.3501,-72.5491,10.29,82,90,5.75,light snow
621,Otukpo,NG,7.1913,8.1329,75.87,19,0,1.66,clear sky
622,Wawa,NG,9.9022,4.4192,76.95,24,0,5.41,clear sky
623,Nikolo-Pavlovskoye,RU,57.7831,60.0578,-5.12,100,100,3.47,overcast clouds
624,Puno,PE,-15.8333,-70.0333,45.5,81,100,4.79,overcast clouds
625,Kushiro,JP,42.975,144.3747,27.55,54,75,5.75,broken clouds
626,Mecca,SA,21.4267,39.8261,64.26,47,0,3.18,clear sky
627,Buala,SB,-8.145,159.5921,87.03,68,86,12.8,overcast clouds
628,Whitehorse,CA,60.7161,-135.0538,36.37,73,75,17.0,broken clouds
629,Srednekolymsk,RU,67.45,153.6833,-29.76,97,37,1.3,scattered clouds
630,Samarai,PG,-10.6167,150.6667,85.51,66,89,9.64,overcast clouds
631,Kokstad,ZA,-30.5472,29.4241,55.44,90,5,4.52,clear sky
632,Plouzane,FR,48.3833,-4.6167,51.98,90,75,13.8,broken clouds
633,Yashkul,RU,46.1711,45.3435,32.54,85,100,20.89,overcast clouds
634,Mezen,RU,65.8522,44.24,14.16,93,100,9.84,overcast clouds
635,Plainview,US,40.7765,-73.4673,30.45,76,0,1.01,clear sky
636,Serravalle Pistoiese,IT,43.9061,10.8327,52.56,89,100,1.01,overcast clouds
637,Saint-Georges,GD,12.0564,-61.7485,78.48,83,20,17.27,few clouds
638,Roebourne,AU,-20.7833,117.1333,87.28,66,89,7.29,overcast clouds
639,Tabou,CI,4.423,-7.3528,79.0,83,100,6.53,overcast clouds
640,Taraz,KZ,42.9,71.3667,34.21,69,100,17.9,overcast clouds
641,Lyambir,RU,54.2817,45.1249,3.72,98,94,5.3,overcast clouds
642,Sinnamary,GF,5.3833,-52.95,77.45,87,94,9.42,overcast clouds
643,Senigallia,IT,43.7093,13.2167,54.01,64,100,5.99,overcast clouds
644,Batemans Bay,AU,-35.7167,150.1833,73.2,64,45,11.39,scattered clouds
645,Young,UY,-32.6833,-57.6333,66.22,62,0,6.24,clear sky
646,Alice Springs,AU,-23.7,133.8833,80.15,32,0,6.91,clear sky
647,Sorland,NO,67.667,12.6934,36.12,62,100,9.48,overcast clouds
648,Jian,CN,27.1172,114.9793,39.92,95,100,10.11,moderate rain
649,Marawi,PH,7.9986,124.2928,69.66,61,91,3.22,overcast clouds
650,Kushmurun,KZ,52.4503,64.6311,4.21,92,96,4.79,overcast clouds
651,Ranong,TH,9.9658,98.6348,73.33,80,88,4.0,overcast clouds
652,Hatillo,PR,18.4863,-66.8254,72.93,95,36,1.01,light rain
653,Corinto,GR,37.9407,22.9573,53.83,83,96,1.01,overcast clouds
654,Urdoma,RU,61.7533,48.5442,15.4,97,100,3.78,overcast clouds
655,Denia,ES,38.8408,0.1057,53.85,84,0,3.0,clear sky
656,Yatou,CN,37.15,122.3833,32.05,49,100,2.21,overcast clouds
657,Palana,RU,59.1167,159.9667,13.98,75,88,9.01,overcast clouds
658,Vryburg,ZA,-26.9566,24.7284,67.59,60,36,6.62,scattered clouds
659,Morondava,MG,-20.2833,44.2833,80.92,83,100,23.58,moderate rain
660,Thouars,FR,46.976,-0.2151,52.14,87,33,15.43,scattered clouds
661,Oranjestad,AW,12.524,-70.027,78.75,73,20,14.97,few clouds
662,Urumqi,CN,43.801,87.6005,7.75,67,1,6.71,clear sky
663,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.0,87,2,23.11,clear sky
664,Novopokrovskaya,RU,45.9514,40.7006,32.25,88,100,10.02,overcast clouds
665,Nyuksenitsa,RU,60.4128,44.2397,0.45,99,31,4.61,scattered clouds
666,Juneau,US,58.3019,-134.4197,40.84,99,100,8.01,snow
